GEOID,STATEFP,STATE,COUNTYFP,COUNTY,MEDN_INC22,TOT_HOUS22,LESS_10K22,10K_15K22,15K_20K22,20K_25K22,25K_30K22,30K_35K22,35K_40K22,40K_45K22,45K_50K22,50K_60K22,60K_75K22,75K_100K22,100_125K22,125_150K22,150_200K22,200K_MOR22
261635512003,26, Michigan,163, Wayne County,116786.0,390,8,6,23,29,0,5,0,0,0,17,19,35,61,68,66,53
261635513001,26, Michigan,163, Wayne County,69295.0,470,4,0,28,16,0,0,0,16,5,24,153,22,40,112,38,12
261635513002,26, Michigan,163, Wayne County,82167.0,456,27,0,11,8,8,0,0,36,8,45,47,124,20,17,68,37
261635513003,26, Michigan,163, Wayne County,39779.0,745,76,92,105,46,0,31,24,44,5,59,97,25,27,32,77,5
261635514001,26, Michigan,163, Wayne County,73446.0,454,57,15,38,10,22,31,0,9,16,9,43,68,58,37,41,0
261635514002,26, Michigan,163, Wayne County,47396.0,807,62,131,0,17,34,54,44,50,31,58,49,144,94,12,27,0
261635514003,26, Michigan,163, Wayne County,60417.0,429,28,0,0,34,7,0,13,0,21,110,16,75,86,26,13,0
261635515001,26, Michigan,163, Wayne County,81146.0,322,0,20,12,0,7,0,0,44,7,24,32,43,18,34,27,54
261635515002,26, Michigan,163, Wayne County,66302.0,483,0,7,16,36,5,31,37,25,10,48,51,83,31,61,30,12
261635516001,26, Michigan,163, Wayne County,60268.0,519,26,49,22,34,33,65,10,12,7,0,84,39,0,138,0,0
261635516002,26, Michigan,163, Wayne County,52367.0,830,73,86,0,47,40,16,11,0,71,205,127,49,81,14,0,10
261635517001,26, Michigan,163, Wayne County,209091.0,440,0,0,0,0,9,8,0,0,0,0,39,56,17,10,73,228
261635517002,26, Michigan,163, Wayne County,121875.0,603,53,0,0,0,76,0,0,18,24,9,10,67,46,73,83,144
261635517003,26, Michigan,163, Wayne County,158375.0,337,10,0,7,0,0,0,0,0,0,0,31,9,43,45,132,60
261635518001,26, Michigan,163, Wayne County,109554.0,415,0,14,0,0,0,10,0,27,12,61,9,63,50,29,57,83
261635518002,26, Michigan,163, Wayne County,75234.0,769,22,26,0,108,25,42,4,35,69,9,43,108,95,43,66,74
261635518003,26, Michigan,163, Wayne County,83289.0,358,8,0,0,51,1,18,8,10,0,36,33,58,86,23,16,10
261635520001,26, Michigan,163, Wayne County,39214.0,674,26,12,33,20,41,112,115,57,39,56,43,59,29,10,10,12
261635520002,26, Michigan,163, Wayne County,47353.0,442,30,19,35,9,8,52,23,29,32,100,39,38,20,0,8,0
261635521001,26, Michigan,163, Wayne County,32642.0,316,37,0,28,31,59,53,14,0,11,41,9,17,7,9,0,0
261635521002,26, Michigan,163, Wayne County,,433,161,9,50,0,30,27,42,0,51,30,33,0,0,0,0,0
261635521003,26, Michigan,163, Wayne County,49563.0,423,28,0,17,49,62,28,11,0,20,23,65,73,28,11,8,0
261635521004,26, Michigan,163, Wayne County,31360.0,543,62,41,20,98,32,97,0,25,10,21,16,66,39,0,0,16
261635522001,26, Michigan,163, Wayne County,45929.0,636,65,69,25,13,8,59,26,40,59,44,30,71,18,53,28,28
261635522002,26, Michigan,163, Wayne County,49583.0,437,84,0,0,24,54,22,9,8,21,36,22,113,27,6,11,0
261635523001,26, Michigan,163, Wayne County,72857.0,540,75,10,0,0,0,54,14,8,0,56,107,131,27,26,32,0
261635523002,26, Michigan,163, Wayne County,28571.0,350,32,88,23,0,40,13,0,66,0,17,40,0,31,0,0,0
261635523003,26, Michigan,163, Wayne County,48654.0,418,0,15,52,37,25,0,11,57,26,56,0,25,16,37,0,61
261635524001,26, Michigan,163, Wayne County,28417.0,267,41,43,12,26,21,9,50,0,6,20,12,0,14,7,0,6
261635524002,26, Michigan,163, Wayne County,45913.0,527,61,18,30,28,44,34,21,18,26,84,35,70,41,10,0,7
261635528011,26, Michigan,163, Wayne County,36528.0,696,26,102,62,91,33,23,18,32,56,85,71,28,41,0,28,0
261635528012,26, Michigan,163, Wayne County,37955.0,640,57,10,0,68,57,82,55,41,34,77,27,61,49,11,11,0
261635530001,26, Michigan,163, Wayne County,,441,49,101,56,8,0,6,7,14,0,158,10,0,18,6,0,8
261635531001,26, Michigan,163, Wayne County,46071.0,546,40,30,18,70,4,14,94,0,33,0,94,108,14,27,0,0
261635532001,26, Michigan,163, Wayne County,,250,34,13,56,5,0,0,15,0,0,0,12,17,34,64,0,0
261635536011,26, Michigan,163, Wayne County,48806.0,421,5,0,6,39,6,40,0,68,89,28,34,66,30,5,5,0
261635536012,26, Michigan,163, Wayne County,70781.0,378,32,38,14,16,22,21,6,7,0,0,44,69,6,6,5,92
261635538001,26, Michigan,163, Wayne County,76150.0,53,0,7,8,0,0,0,0,0,0,0,0,25,13,0,0,0
261635538002,26, Michigan,163, Wayne County,30833.0,132,9,13,0,34,0,30,0,6,0,0,0,40,0,0,0,0
261635538003,26, Michigan,163, Wayne County,,142,9,54,0,0,0,0,13,7,0,8,7,0,0,24,20,0
261635541001,26, Michigan,163, Wayne County,58793.0,716,47,22,35,49,42,18,44,22,33,60,34,174,33,48,55,0
261635541002,26, Michigan,163, Wayne County,43373.0,841,7,52,94,0,37,12,173,80,0,94,129,70,70,0,0,23
261635542001,26, Michigan,163, Wayne County,57941.0,668,18,39,50,19,3,32,28,77,36,46,143,115,40,5,17,0
261635542002,26, Michigan,163, Wayne County,50559.0,474,0,0,0,10,65,22,10,64,45,94,49,65,16,0,20,14
261635543001,26, Michigan,163, Wayne County,66074.0,393,0,12,0,0,0,0,0,26,0,54,199,15,10,67,10,0
261635543002,26, Michigan,163, Wayne County,102716.0,340,0,20,0,13,0,0,0,0,25,26,64,17,113,45,17,0
261635543003,26, Michigan,163, Wayne County,61063.0,665,0,14,15,16,0,54,91,85,15,34,47,78,198,0,18,0
261635543004,26, Michigan,163, Wayne County,57240.0,571,0,13,42,0,0,48,36,42,40,78,86,51,73,21,8,33
261635544001,26, Michigan,163, Wayne County,81570.0,864,31,0,59,0,37,28,17,41,73,67,34,236,170,30,31,10
261635544002,26, Michigan,163, Wayne County,53942.0,389,43,22,7,60,39,10,0,6,0,34,69,24,0,39,18,18
261635545001,26, Michigan,163, Wayne County,38199.0,453,72,40,35,0,9,61,34,39,0,16,39,40,26,0,17,25
261635545002,26, Michigan,163, Wayne County,44135.0,642,59,45,4,56,25,9,98,34,0,65,86,90,29,9,33,0
261635546001,26, Michigan,163, Wayne County,90391.0,885,19,0,39,0,22,23,47,53,21,66,47,198,179,120,24,27
261635546002,26, Michigan,163, Wayne County,64591.0,468,31,10,10,0,5,10,15,30,39,38,116,30,86,21,21,6
261635547001,26, Michigan,163, Wayne County,104614.0,319,0,0,0,0,0,0,0,37,15,0,6,41,97,58,50,15
261635547002,26, Michigan,163, Wayne County,91507.0,903,29,0,28,32,32,8,8,37,13,9,123,166,54,82,172,110
261635548001,26, Michigan,163, Wayne County,54234.0,571,12,12,0,78,28,0,51,62,9,43,48,10,115,46,32,25
261635548002,26, Michigan,163, Wayne County,51750.0,354,0,71,0,30,17,0,17,14,0,44,8,59,8,35,28,23
261635548003,26, Michigan,163, Wayne County,86284.0,398,0,0,0,0,0,8,29,0,0,32,70,125,55,58,14,7
261635549001,26, Michigan,163, Wayne County,74929.0,572,22,0,3,15,4,55,10,33,54,11,80,92,61,24,57,51
261635549002,26, Michigan,163, Wayne County,87460.0,693,47,16,0,24,5,0,6,6,20,109,70,44,92,138,65,51
261635551001,26, Michigan,163, Wayne County,66346.0,726,28,6,46,6,95,18,12,5,15,114,128,148,51,37,0,17
261635551002,26, Michigan,163, Wayne County,67750.0,520,0,0,54,13,0,29,29,24,10,41,78,75,73,35,11,48
261635551003,26, Michigan,163, Wayne County,75714.0,584,9,21,39,0,23,22,63,9,6,37,59,166,52,5,73,0
261635553001,26, Michigan,163, Wayne County,56306.0,665,0,52,23,11,30,10,80,46,35,80,71,64,51,76,11,25
261635553002,26, Michigan,163, Wayne County,,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
261635553003,26, Michigan,163, Wayne County,70500.0,554,0,10,12,21,26,31,25,31,0,85,48,53,114,22,18,58
261635554011,26, Michigan,163, Wayne County,71389.0,440,0,0,16,0,9,0,40,83,0,33,43,105,100,0,11,0
261635554012,26, Michigan,163, Wayne County,54963.0,558,45,56,0,0,22,14,0,39,28,132,99,80,10,0,33,0
261635555001,26, Michigan,163, Wayne County,27717.0,614,67,34,159,10,58,43,0,5,3,58,18,61,21,41,25,11
261635555002,26, Michigan,163, Wayne County,67286.0,692,21,27,5,36,14,37,11,19,24,20,163,118,53,52,0,92
261635556001,26, Michigan,163, Wayne County,74688.0,411,11,7,7,31,8,6,13,0,22,19,83,88,77,10,10,19
261635556002,26, Michigan,163, Wayne County,90521.0,706,21,0,0,111,20,7,16,25,10,18,51,116,202,35,60,14
261635561001,26, Michigan,163, Wayne County,78145.0,418,12,27,0,34,0,11,0,20,33,10,54,76,70,30,33,8
261635561002,26, Michigan,163, Wayne County,49688.0,403,20,11,0,20,70,0,57,11,13,19,49,33,21,12,35,32
261635561003,26, Michigan,163, Wayne County,88750.0,412,21,0,8,23,7,27,8,10,0,12,80,63,84,28,7,34
261635562001,26, Michigan,163, Wayne County,57485.0,747,51,95,37,7,7,14,6,34,14,118,80,55,31,76,75,47
261635562002,26, Michigan,163, Wayne County,71767.0,649,16,7,0,19,14,7,8,51,89,59,77,95,67,43,70,27
261635563001,26, Michigan,163, Wayne County,67838.0,692,37,66,0,0,39,57,0,31,31,36,107,106,32,37,57,56
261635563002,26, Michigan,163, Wayne County,49844.0,853,149,39,9,26,68,44,26,58,8,45,64,116,60,41,48,52
261635564001,26, Michigan,163, Wayne County,130833.0,878,0,0,12,0,3,50,11,11,30,19,39,111,143,112,100,237
261635564002,26, Michigan,163, Wayne County,121413.0,798,42,0,9,0,19,26,0,29,15,39,85,81,111,75,98,169
261635565001,26, Michigan,163, Wayne County,66402.0,1049,53,96,27,44,77,63,30,31,18,40,131,80,130,47,121,61
261635566001,26, Michigan,163, Wayne County,140929.0,536,0,0,0,8,35,0,0,7,12,19,0,88,46,133,64,124
261635566002,26, Michigan,163, Wayne County,109107.0,782,34,0,18,20,12,19,32,21,15,78,61,50,121,47,161,93
261635567001,26, Michigan,163, Wayne County,62318.0,491,8,0,7,0,6,0,95,0,49,36,67,67,28,62,37,29
261635567002,26, Michigan,163, Wayne County,144464.0,535,7,8,0,8,28,6,21,5,0,36,33,54,31,32,115,151
261635568001,26, Michigan,163, Wayne County,125694.0,648,18,2,17,16,12,25,10,2,17,11,55,60,74,101,130,98
261635569001,26, Michigan,163, Wayne County,110227.0,476,0,0,0,17,17,0,7,0,17,36,68,54,63,64,76,57
261635569002,26, Michigan,163, Wayne County,107938.0,465,10,0,10,15,8,18,0,12,0,62,19,75,46,15,50,125
261635569003,26, Michigan,163, Wayne County,76445.0,357,0,0,0,0,24,9,9,16,9,45,48,73,35,15,58,16
261635570001,26, Michigan,163, Wayne County,72311.0,781,28,52,25,5,13,24,6,5,33,36,174,173,48,57,60,42
261635570002,26, Michigan,163, Wayne County,69732.0,495,7,0,10,13,9,37,46,0,8,19,113,106,36,56,35,0
261635571001,26, Michigan,163, Wayne County,79625.0,465,0,8,28,0,27,6,20,6,22,58,41,73,55,50,20,51
261635571002,26, Michigan,163, Wayne County,86438.0,469,9,0,14,28,9,17,10,10,8,8,53,138,55,8,50,52
261635572001,26, Michigan,163, Wayne County,80455.0,808,29,8,31,27,14,26,54,67,4,38,54,178,55,107,52,64
261635573001,26, Michigan,163, Wayne County,108125.0,809,0,16,18,5,0,5,28,5,31,42,44,158,149,70,105,133
261635574001,26, Michigan,163, Wayne County,112210.0,533,7,0,0,17,0,6,16,8,33,18,33,64,109,85,54,83
261635574002,26, Michigan,163, Wayne County,113661.0,713,0,0,13,0,19,19,20,7,24,22,52,78,143,57,126,133
261635575001,26, Michigan,163, Wayne County,101382.0,823,11,0,13,0,0,20,33,37,83,85,18,101,158,26,117,121
261635575002,26, Michigan,163, Wayne County,125000.0,662,28,0,0,24,0,23,71,0,19,0,43,45,78,132,119,80
261635576001,26, Michigan,163, Wayne County,139028.0,407,0,0,0,0,0,8,0,5,0,30,19,54,63,53,104,71
261635576002,26, Michigan,163, Wayne County,82232.0,397,25,22,0,17,16,8,8,8,0,11,27,98,29,22,39,67
261635576003,26, Michigan,163, Wayne County,133036.0,297,0,0,0,0,8,9,8,9,0,18,9,27,53,41,66,49
261635577001,26, Michigan,163, Wayne County,103103.0,536,0,7,0,28,16,31,0,10,9,23,47,67,115,44,48,91
261635577002,26, Michigan,163, Wayne County,128462.0,360,10,0,0,7,7,0,19,20,9,52,10,16,25,38,79,68
261635577003,26, Michigan,163, Wayne County,128875.0,813,8,22,0,6,14,0,10,10,6,44,60,116,91,145,226,55
261635579011,26, Michigan,163, Wayne County,99957.0,809,0,0,35,8,50,16,17,5,48,43,48,135,149,60,67,128
261635579012,26, Michigan,163, Wayne County,86302.0,457,16,0,8,8,0,0,35,32,18,26,31,93,33,41,75,41
261635579013,26, Michigan,163, Wayne County,90691.0,586,36,0,18,6,0,0,19,18,51,44,28,168,27,113,28,30
261635580001,26, Michigan,163, Wayne County,78281.0,295,0,0,0,0,8,0,8,0,9,44,49,112,13,29,15,8
261635580002,26, Michigan,163, Wayne County,108750.0,668,13,16,0,0,17,0,0,0,87,10,107,36,130,58,145,49
261635580003,26, Michigan,163, Wayne County,106250.0,384,0,0,0,20,8,5,0,20,10,42,15,56,52,41,72,43
261635580004,26, Michigan,163, Wayne County,78571.0,342,0,22,18,0,0,0,0,0,40,16,72,80,38,27,17,12
261635581001,26, Michigan,163, Wayne County,114167.0,484,0,0,9,0,0,17,25,10,0,38,81,49,42,40,135,38
261635581002,26, Michigan,163, Wayne County,94427.0,971,9,0,48,16,57,28,16,25,73,31,81,168,71,149,139,60
261635582001,26, Michigan,163, Wayne County,102527.0,907,5,15,12,24,0,0,8,11,20,77,54,227,142,144,132,36
261635582002,26, Michigan,163, Wayne County,70882.0,890,17,9,0,45,62,25,54,18,66,49,111,134,56,52,121,71
261635583011,26, Michigan,163, Wayne County,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261635583012,26, Michigan,163, Wayne County,63542.0,527,5,35,20,29,23,35,7,62,21,19,29,42,76,26,85,13
261635583013,26, Michigan,163, Wayne County,68750.0,208,0,11,0,9,0,0,16,24,0,35,25,31,36,4,11,6
261635584001,26, Michigan,163, Wayne County,87000.0,762,0,0,10,7,10,8,16,82,43,67,85,69,51,77,162,75
261635584002,26, Michigan,163, Wayne County,104773.0,494,11,0,0,8,40,0,5,15,34,21,7,86,58,39,114,56
261635584003,26, Michigan,163, Wayne County,95119.0,466,0,11,0,0,9,0,10,10,22,20,70,121,124,61,0,8
261635585001,26, Michigan,163, Wayne County,98654.0,446,17,0,0,0,7,8,0,0,35,30,19,114,51,87,67,11
261635585002,26, Michigan,163, Wayne County,92900.0,648,14,5,0,64,12,7,12,10,13,39,53,133,98,82,91,15
261635585003,26, Michigan,163, Wayne County,91397.0,335,8,18,27,0,11,6,16,0,18,50,0,21,104,15,41,0
261635586001,26, Michigan,163, Wayne County,97448.0,275,0,6,4,11,3,16,0,6,0,0,19,77,43,0,47,43
261635586002,26, Michigan,163, Wayne County,104375.0,429,19,0,0,4,0,19,12,6,4,10,67,66,75,61,70,16
261635587001,26, Michigan,163, Wayne County,105096.0,591,0,0,0,0,10,23,7,94,0,51,42,63,67,41,71,122
261635587002,26, Michigan,163, Wayne County,71136.0,488,11,28,24,10,22,0,6,9,36,48,75,81,42,49,39,8
261635588001,26, Michigan,163, Wayne County,102216.0,597,0,0,0,14,8,23,21,8,7,51,17,130,147,77,71,23
261635588002,26, Michigan,163, Wayne County,88438.0,488,6,8,28,8,0,0,6,0,7,31,57,105,85,69,69,9
261635589001,26, Michigan,163, Wayne County,94625.0,417,6,0,0,16,10,10,5,28,0,28,24,83,68,92,16,31
261635589002,26, Michigan,163, Wayne County,108750.0,335,11,0,0,9,0,25,4,4,28,5,25,43,63,57,34,27
261635590001,26, Michigan,163, Wayne County,75893.0,648,0,0,0,27,9,16,0,9,82,101,75,135,40,42,56,56
261635590002,26, Michigan,163, Wayne County,75074.0,439,7,0,0,0,0,20,0,9,92,36,55,73,59,9,52,27
261635591001,26, Michigan,163, Wayne County,91364.0,668,13,5,0,0,27,8,5,10,56,52,55,193,168,27,30,19
261635591002,26, Michigan,163, Wayne County,88007.0,337,7,9,0,12,0,5,7,0,45,14,30,114,17,17,15,45
261635592001,26, Michigan,163, Wayne County,97222.0,406,10,26,4,23,6,10,12,17,8,3,36,49,37,82,60,23
261635592002,26, Michigan,163, Wayne County,96964.0,431,8,10,4,0,6,4,5,31,21,20,27,81,90,43,45,36
261635598001,26, Michigan,163, Wayne County,11955.0,530,118,218,36,60,0,51,9,23,0,7,0,8,0,0,0,0
261635598002,26, Michigan,163, Wayne County,26607.0,526,86,111,13,35,70,44,10,125,0,14,12,0,6,0,0,0
261635598003,26, Michigan,163, Wayne County,15348.0,430,60,144,119,25,14,37,6,0,0,0,0,0,0,0,6,19
261635601001,26, Michigan,163, Wayne County,144205.0,618,11,0,0,0,12,0,9,10,0,8,60,107,53,60,60,228
261635601002,26, Michigan,163, Wayne County,78988.0,413,24,29,18,28,7,0,20,0,9,10,49,28,22,0,46,123
261635601003,26, Michigan,163, Wayne County,,263,16,0,0,0,0,7,7,10,0,15,70,23,0,0,21,94
261635602011,26, Michigan,163, Wayne County,73750.0,212,0,0,18,0,0,24,8,12,9,27,13,34,26,18,11,12
261635602012,26, Michigan,163, Wayne County,106250.0,696,19,31,18,16,5,8,28,11,22,13,88,55,134,118,97,33
261635602021,26, Michigan,163, Wayne County,137184.0,464,0,0,0,0,0,0,0,0,0,0,27,0,46,182,37,172
261635602022,26, Michigan,163, Wayne County,90149.0,707,20,12,0,0,56,28,9,0,25,19,74,213,68,79,51,53
261635602023,26, Michigan,163, Wayne County,68500.0,584,0,47,14,24,0,62,0,0,9,14,170,144,43,24,18,15
261635603001,26, Michigan,163, Wayne County,179861.0,461,12,0,0,0,13,0,0,0,0,23,0,54,15,16,121,207
261635603002,26, Michigan,163, Wayne County,128750.0,589,8,0,0,32,0,18,35,35,0,18,53,45,47,62,60,176
261635603003,26, Michigan,163, Wayne County,56012.0,487,53,10,20,12,31,39,21,21,28,21,71,55,24,10,9,62
261635604001,26, Michigan,163, Wayne County,156453.0,523,0,23,0,0,0,0,15,0,0,48,0,84,36,23,117,177
261635604002,26, Michigan,163, Wayne County,80804.0,869,119,0,16,0,31,0,40,59,53,53,31,170,102,66,48,81
261635604003,26, Michigan,163, Wayne County,131818.0,314,24,0,0,0,0,0,0,0,38,12,36,24,15,45,16,104
261635604004,26, Michigan,163, Wayne County,72212.0,655,22,0,0,0,0,17,24,0,44,111,111,70,105,60,74,17
261635604005,26, Michigan,163, Wayne County,146307.0,615,15,0,0,0,58,0,0,17,23,18,0,17,73,97,113,184
261635612001,26, Michigan,163, Wayne County,196607.0,391,0,0,0,0,0,0,0,0,0,0,0,52,28,62,56,193
261635612002,26, Michigan,163, Wayne County,117813.0,864,0,17,16,116,0,0,26,55,0,38,17,90,113,63,61,252
261635612003,26, Michigan,163, Wayne County,208083.0,565,0,0,0,0,0,0,0,0,0,0,0,3,24,133,112,293
261635612004,26, Michigan,163, Wayne County,224653.0,832,0,0,0,0,0,0,0,0,0,45,14,101,31,46,57,538
261635613011,26, Michigan,163, Wayne County,250001.0,305,0,0,0,15,0,0,0,0,0,0,0,0,16,0,39,235
261635613012,26, Michigan,163, Wayne County,223750.0,547,0,0,0,0,0,0,0,9,0,0,9,0,83,50,112,284
261635613013,26, Michigan,163, Wayne County,144722.0,362,0,0,0,0,0,15,0,17,20,28,0,84,9,20,79,90
261635613021,26, Michigan,163, Wayne County,250001.0,861,0,0,6,0,0,19,19,0,0,0,25,54,51,91,48,548
261635613022,26, Michigan,163, Wayne County,230125.0,499,0,0,0,0,0,0,0,0,0,0,25,7,33,33,85,316
261635613023,26, Michigan,163, Wayne County,162448.0,181,0,0,0,9,0,0,0,0,0,9,0,7,13,19,67,57
261635616001,26, Michigan,163, Wayne County,53797.0,883,79,80,0,55,52,48,27,25,0,163,47,99,80,19,45,64
261635616002,26, Michigan,163, Wayne County,107554.0,513,0,0,0,7,7,30,7,38,22,44,11,48,122,44,70,63
261635616003,26, Michigan,163, Wayne County,69123.0,614,50,30,0,20,7,8,31,71,12,16,95,52,15,73,37,97
261635617001,26, Michigan,163, Wayne County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261635617002,26, Michigan,163, Wayne County,70132.0,932,41,7,54,20,19,55,44,92,46,40,78,92,83,68,75,118
261635619001,26, Michigan,163, Wayne County,134135.0,573,16,65,0,15,0,0,0,0,0,29,11,98,29,41,140,129
261635619002,26, Michigan,163, Wayne County,202875.0,380,0,0,0,0,0,11,0,0,0,0,16,85,13,16,46,193
261635619003,26, Michigan,163, Wayne County,122006.0,790,32,0,0,0,0,0,16,0,0,69,47,59,206,13,85,263
261635619004,26, Michigan,163, Wayne County,203915.0,486,17,0,0,53,0,0,30,0,16,0,29,35,33,0,0,273
261635619005,26, Michigan,163, Wayne County,190042.0,501,0,0,0,0,0,0,0,43,0,15,35,16,13,97,77,205
261635623001,26, Michigan,163, Wayne County,132750.0,547,5,18,11,9,13,6,10,34,30,27,22,52,33,27,32,218
261635623002,26, Michigan,163, Wayne County,175000.0,346,0,0,0,0,0,0,0,0,0,10,34,26,26,22,84,144
261635624001,26, Michigan,163, Wayne County,111863.0,706,9,47,0,0,41,0,24,0,67,32,57,38,54,104,117,116
261635624002,26, Michigan,163, Wayne County,95139.0,279,0,0,0,0,30,0,0,0,11,10,68,29,5,59,48,19
261635624003,26, Michigan,163, Wayne County,168529.0,606,0,0,0,0,14,0,22,0,45,0,79,61,50,0,93,242
261635624004,26, Michigan,163, Wayne County,145213.0,473,0,0,0,0,0,17,36,13,0,0,42,39,29,112,68,117
261635625001,26, Michigan,163, Wayne County,85179.0,331,0,0,24,9,20,15,21,5,0,0,71,52,15,31,37,31
261635625002,26, Michigan,163, Wayne County,57917.0,564,14,25,0,17,9,16,45,88,16,72,84,52,63,21,34,8
261635626001,26, Michigan,163, Wayne County,122054.0,765,15,19,0,22,14,22,5,4,20,60,32,21,154,73,61,243
261635626002,26, Michigan,163, Wayne County,140302.0,871,7,0,0,13,0,42,8,43,12,18,30,84,94,132,65,323
261635627001,26, Michigan,163, Wayne County,125625.0,939,24,0,0,44,8,32,0,18,11,71,48,116,94,84,80,309
261635627002,26, Michigan,163, Wayne County,104135.0,653,9,0,5,26,0,18,23,21,65,10,56,75,82,73,80,110
261635628001,26, Michigan,163, Wayne County,78750.0,282,0,0,0,0,34,39,19,9,0,9,19,52,30,27,29,15
261635628002,26, Michigan,163, Wayne County,89904.0,568,0,0,19,19,0,9,10,7,80,29,73,39,40,96,80,67
261635628003,26, Michigan,163, Wayne County,85000.0,698,39,25,11,6,23,63,0,20,10,44,79,70,29,150,52,77
261635629001,26, Michigan,163, Wayne County,79792.0,429,23,48,0,30,0,0,5,7,27,10,59,51,69,33,41,26
261635629002,26, Michigan,163, Wayne County,92526.0,591,8,0,0,49,30,8,16,24,40,62,50,75,99,50,20,60
261635629003,26, Michigan,163, Wayne County,59043.0,583,7,6,16,19,56,61,27,8,0,116,24,119,54,43,19,8
261635632001,26, Michigan,163, Wayne County,88233.0,641,0,4,0,8,14,0,10,66,11,83,40,182,96,69,36,22
261635632002,26, Michigan,163, Wayne County,45795.0,544,61,15,0,40,43,9,53,44,32,40,0,63,82,14,23,25
261635633001,26, Michigan,163, Wayne County,63558.0,667,0,36,0,11,60,11,80,53,39,38,30,89,160,0,21,39
261635633002,26, Michigan,163, Wayne County,102578.0,667,42,0,0,0,66,4,38,0,13,21,82,67,92,53,108,81
261635634001,26, Michigan,163, Wayne County,113571.0,288,31,16,7,0,0,16,0,0,0,6,18,32,41,0,80,41
261635634002,26, Michigan,163, Wayne County,125625.0,486,30,0,9,8,0,8,7,0,7,9,48,41,74,15,99,131
261635634003,26, Michigan,163, Wayne County,98148.0,686,0,8,53,8,0,28,0,44,7,32,56,127,32,72,105,114
261635634004,26, Michigan,163, Wayne County,152784.0,305,21,0,0,0,7,9,0,40,0,11,7,7,41,7,96,59
261635635001,26, Michigan,163, Wayne County,124871.0,856,25,4,0,14,8,11,0,28,14,21,30,85,196,91,143,186
261635635002,26, Michigan,163, Wayne County,186300.0,396,0,0,0,0,0,0,9,0,32,0,0,37,18,0,121,179
261635635003,26, Michigan,163, Wayne County,172955.0,234,0,0,0,0,0,0,0,0,9,0,15,20,5,33,64,88
261635635004,26, Michigan,163, Wayne County,131443.0,595,11,0,0,0,5,0,11,6,0,19,62,30,90,143,92,126
261635636001,26, Michigan,163, Wayne County,118942.0,758,8,0,22,10,6,4,12,9,11,28,90,84,137,54,205,78
261635637001,26, Michigan,163, Wayne County,126079.0,725,15,24,13,4,6,11,6,0,4,39,38,83,66,194,145,77
261635638001,26, Michigan,163, Wayne County,116750.0,411,0,0,0,0,0,10,9,9,7,79,17,25,54,81,59,61
261635638002,26, Michigan,163, Wayne County,79050.0,593,0,0,29,43,9,0,28,10,25,77,31,131,54,50,70,36
261635639001,26, Michigan,163, Wayne County,117163.0,873,17,26,0,11,10,5,20,30,16,23,102,79,123,124,169,118
