GEOID,STATEFP,STATE,COUNTYFP,COUNTY,MEDN_INC22,TOT_HOUS22,LESS_10K22,10K_15K22,15K_20K22,20K_25K22,25K_30K22,30K_35K22,35K_40K22,40K_45K22,45K_50K22,50K_60K22,60K_75K22,75K_100K22,100_125K22,125_150K22,150_200K22,200K_MOR22
261635356003,26, Michigan,163, Wayne County,,754,92,242,0,0,17,10,19,9,24,70,43,24,47,17,140,0
261635356004,26, Michigan,163, Wayne County,39667.0,366,8,44,25,60,0,0,50,43,0,36,34,25,30,11,0,0
261635357001,26, Michigan,163, Wayne County,33077.0,482,76,50,32,13,67,13,9,66,13,19,38,44,36,6,0,0
261635358001,26, Michigan,163, Wayne County,22813.0,390,13,74,37,113,7,14,38,0,34,0,8,31,0,21,0,0
261635358002,26, Michigan,163, Wayne County,40461.0,291,65,29,0,8,10,30,0,34,0,0,37,34,8,36,0,0
261635358003,26, Michigan,163, Wayne County,,304,91,7,13,0,30,28,0,0,0,48,17,33,37,0,0,0
261635358004,26, Michigan,163, Wayne County,,244,78,39,4,13,4,0,26,0,0,2,0,40,18,0,20,0
261635358005,26, Michigan,163, Wayne County,34107.0,343,57,41,0,58,11,7,5,77,15,2,5,26,18,21,0,0
261635361001,26, Michigan,163, Wayne County,40817.0,250,34,12,0,0,62,0,0,52,12,0,22,45,0,11,0,0
261635361002,26, Michigan,163, Wayne County,,681,161,197,0,0,41,79,21,0,37,0,9,51,22,63,0,0
261635361003,26, Michigan,163, Wayne County,29066.0,373,75,42,0,15,87,0,30,35,47,16,0,15,11,0,0,0
261635362001,26, Michigan,163, Wayne County,54181.0,233,22,12,5,8,27,0,23,0,0,54,55,0,22,5,0,0
261635362002,26, Michigan,163, Wayne County,33159.0,675,60,0,127,113,18,74,6,60,0,44,27,91,0,55,0,0
261635363001,26, Michigan,163, Wayne County,33248.0,323,66,15,38,0,0,142,0,11,6,0,45,0,0,0,0,0
261635363002,26, Michigan,163, Wayne County,,263,0,0,21,0,0,0,0,95,43,0,0,104,0,0,0,0
261635363003,26, Michigan,163, Wayne County,59238.0,319,0,0,0,13,0,0,0,50,27,100,52,0,0,0,0,77
261635364001,26, Michigan,163, Wayne County,35926.0,264,76,34,0,0,12,0,27,29,6,0,21,0,25,34,0,0
261635364002,26, Michigan,163, Wayne County,25256.0,313,0,75,55,22,44,5,37,4,39,19,0,0,0,0,13,0
261635364003,26, Michigan,163, Wayne County,49514.0,146,0,0,23,0,11,0,0,0,46,9,17,0,10,4,26,0
261635365001,26, Michigan,163, Wayne County,31125.0,468,93,0,32,22,60,60,28,59,0,17,21,44,0,32,0,0
261635365002,26, Michigan,163, Wayne County,23878.0,376,83,24,0,116,0,0,51,0,0,28,0,58,0,0,0,16
261635366001,26, Michigan,163, Wayne County,21563.0,258,28,76,10,52,0,19,0,10,0,23,21,10,9,0,0,0
261635366002,26, Michigan,163, Wayne County,35151.0,851,101,143,113,10,27,20,191,8,26,19,47,57,58,10,12,9
261635367001,26, Michigan,163, Wayne County,40714.0,412,39,24,42,14,37,40,8,7,13,46,40,65,31,0,6,0
261635368001,26, Michigan,163, Wayne County,26627.0,599,101,101,22,41,68,23,28,15,8,8,58,97,29,0,0,0
261635369001,26, Michigan,163, Wayne County,36424.0,533,35,70,26,30,22,63,36,17,16,12,72,128,1,5,0,0
261635369002,26, Michigan,163, Wayne County,32448.0,562,103,33,16,9,26,106,15,43,39,29,32,80,11,20,0,0
261635370001,26, Michigan,163, Wayne County,57243.0,403,32,52,0,18,0,25,0,44,0,49,146,9,28,0,0,0
261635370002,26, Michigan,163, Wayne County,,245,76,36,22,0,17,0,30,24,0,0,31,9,0,0,0,0
261635370003,26, Michigan,163, Wayne County,25863.0,445,80,34,34,60,42,33,30,26,6,18,15,56,0,0,0,11
261635371001,26, Michigan,163, Wayne County,34133.0,548,134,40,17,29,22,49,24,7,0,106,41,17,62,0,0,0
261635371002,26, Michigan,163, Wayne County,25938.0,313,8,87,50,4,35,20,24,34,19,0,0,25,7,0,0,0
261635372001,26, Michigan,163, Wayne County,30789.0,210,15,12,53,9,10,29,3,18,0,43,5,0,0,13,0,0
261635373001,26, Michigan,163, Wayne County,46908.0,171,30,7,1,0,8,0,0,25,19,17,33,7,24,0,0,0
261635373002,26, Michigan,163, Wayne County,72617.0,115,17,21,0,0,0,0,0,0,0,18,32,5,22,0,0,0
261635373003,26, Michigan,163, Wayne County,43900.0,426,76,0,19,0,28,1,0,111,85,27,0,14,1,44,20,0
261635375001,26, Michigan,163, Wayne County,32162.0,445,64,30,34,0,21,135,0,23,0,0,21,36,10,39,32,0
261635375002,26, Michigan,163, Wayne County,27377.0,212,11,0,18,0,90,28,0,0,13,38,14,0,0,0,0,0
261635375003,26, Michigan,163, Wayne County,,475,198,9,9,0,0,36,0,36,28,13,53,44,8,29,0,12
261635376001,26, Michigan,163, Wayne County,30227.0,384,0,30,37,0,120,55,19,0,14,31,22,32,24,0,0,0
261635376002,26, Michigan,163, Wayne County,,264,44,39,41,0,0,0,0,0,17,14,72,20,0,0,0,17
261635376003,26, Michigan,163, Wayne County,35551.0,553,88,14,57,39,71,0,34,9,45,38,3,35,0,65,55,0
261635377001,26, Michigan,163, Wayne County,56750.0,357,118,8,11,12,0,0,0,8,0,29,90,15,23,29,0,14
261635377002,26, Michigan,163, Wayne County,,155,21,24,20,13,0,26,0,0,0,21,0,17,13,0,0,0
261635377003,26, Michigan,163, Wayne County,29018.0,553,60,193,0,0,29,22,77,32,47,35,17,25,0,0,0,16
261635378001,26, Michigan,163, Wayne County,21094.0,290,57,61,20,21,14,35,0,11,43,18,4,0,0,6,0,0
261635378002,26, Michigan,163, Wayne County,21905.0,260,17,6,75,80,23,0,0,0,0,33,0,0,26,0,0,0
261635381001,26, Michigan,163, Wayne County,86118.0,561,29,7,24,12,0,33,16,0,13,56,44,87,31,35,93,81
261635381002,26, Michigan,163, Wayne County,92768.0,400,7,0,0,0,13,10,7,0,34,56,39,86,57,26,35,30
261635382001,26, Michigan,163, Wayne County,127059.0,358,11,0,10,19,7,4,0,20,0,20,0,43,31,52,54,87
261635382002,26, Michigan,163, Wayne County,139597.0,315,20,7,5,0,0,0,8,5,16,0,6,30,11,84,44,79
261635383001,26, Michigan,163, Wayne County,54217.0,637,36,93,0,11,48,8,21,12,16,260,28,54,0,0,0,50
261635383002,26, Michigan,163, Wayne County,27545.0,505,51,11,91,84,43,50,51,0,38,41,6,21,18,0,0,0
261635384001,26, Michigan,163, Wayne County,116447.0,692,12,0,0,0,0,1,0,36,12,0,21,162,110,60,96,182
261635384002,26, Michigan,163, Wayne County,100162.0,675,0,3,31,0,0,8,10,0,97,105,0,80,145,25,95,76
261635385001,26, Michigan,163, Wayne County,33161.0,635,49,52,143,55,0,70,0,7,0,116,19,91,0,33,0,0
261635385002,26, Michigan,163, Wayne County,62341.0,463,26,0,7,40,10,0,31,12,54,0,55,63,31,61,56,17
261635385003,26, Michigan,163, Wayne County,47933.0,515,0,64,36,0,12,92,49,0,26,79,35,15,16,47,11,33
261635385004,26, Michigan,163, Wayne County,75000.0,386,13,0,25,23,11,0,40,9,28,40,4,50,70,20,38,15
261635386001,26, Michigan,163, Wayne County,71731.0,536,16,51,0,8,0,25,0,12,18,10,132,163,51,0,15,35
261635386002,26, Michigan,163, Wayne County,36817.0,495,56,80,49,8,0,0,75,12,30,6,108,71,0,0,0,0
261635386003,26, Michigan,163, Wayne County,80427.0,370,0,62,24,0,19,0,0,0,36,0,37,62,23,72,19,16
261635386004,26, Michigan,163, Wayne County,39136.0,585,0,50,96,0,12,73,94,0,50,92,37,15,26,0,40,0
261635387001,26, Michigan,163, Wayne County,26079.0,668,170,25,63,35,112,0,18,19,46,59,18,58,0,45,0,0
261635387002,26, Michigan,163, Wayne County,50486.0,751,115,10,50,0,30,30,44,44,49,18,68,153,79,0,8,53
261635388001,26, Michigan,163, Wayne County,44648.0,783,14,14,11,10,77,50,169,51,26,78,75,131,59,13,5,0
261635389001,26, Michigan,163, Wayne County,50294.0,794,49,22,12,21,63,84,41,45,58,122,134,35,12,12,7,77
261635389002,26, Michigan,163, Wayne County,57200.0,730,33,0,24,61,73,28,0,116,0,42,113,32,63,127,0,18
261635390001,26, Michigan,163, Wayne County,38292.0,589,59,177,31,7,0,11,30,24,10,21,58,114,0,47,0,0
261635390002,26, Michigan,163, Wayne County,36122.0,522,0,26,60,82,71,0,87,51,102,0,34,9,0,0,0,0
261635391001,26, Michigan,163, Wayne County,56894.0,730,102,25,34,15,0,15,38,7,91,46,121,100,18,63,27,28
261635392001,26, Michigan,163, Wayne County,40253.0,859,60,45,46,0,72,24,174,147,21,151,0,21,23,0,0,75
261635392002,26, Michigan,163, Wayne County,,328,115,67,18,13,0,13,0,58,0,0,0,23,21,0,0,0
261635392003,26, Michigan,163, Wayne County,37009.0,822,127,24,0,74,141,0,109,8,0,78,109,133,0,19,0,0
261635393001,26, Michigan,163, Wayne County,36386.0,770,232,0,8,50,8,26,110,19,13,70,67,85,24,19,39,0
261635393002,26, Michigan,163, Wayne County,77625.0,1057,11,7,10,97,26,42,58,29,46,118,73,128,252,0,81,79
261635394001,26, Michigan,163, Wayne County,47833.0,374,0,55,63,0,33,0,25,0,24,0,50,32,0,55,27,10
261635394002,26, Michigan,163, Wayne County,,392,95,29,86,10,0,30,45,0,0,20,35,26,0,0,16,0
261635394003,26, Michigan,163, Wayne County,50385.0,664,41,33,0,45,0,27,0,43,139,76,103,111,11,8,27,0
261635395001,26, Michigan,163, Wayne County,81250.0,391,60,59,0,13,0,0,10,0,12,13,22,124,0,0,38,40
261635395002,26, Michigan,163, Wayne County,80017.0,519,0,36,0,11,0,0,29,90,53,25,15,224,0,13,23,0
261635395003,26, Michigan,163, Wayne County,35563.0,333,28,48,30,56,0,0,20,40,65,0,0,0,35,0,11,0
261635396001,26, Michigan,163, Wayne County,59350.0,741,31,58,17,0,0,8,30,25,23,185,181,38,13,0,132,0
261635396002,26, Michigan,163, Wayne County,58333.0,664,69,27,56,8,0,0,91,16,24,53,54,83,44,50,0,89
261635397001,26, Michigan,163, Wayne County,33511.0,1048,112,179,122,48,25,94,70,15,10,47,123,85,49,22,47,0
261635401001,26, Michigan,163, Wayne County,,548,200,0,34,40,2,32,19,8,0,100,0,62,28,0,4,19
261635401002,26, Michigan,163, Wayne County,,222,0,27,17,0,17,13,40,6,0,0,43,34,22,3,0,0
261635401003,26, Michigan,163, Wayne County,22529.0,543,81,141,33,59,69,43,45,3,0,20,0,49,0,0,0,0
261635402001,26, Michigan,163, Wayne County,30347.0,231,66,0,0,27,20,18,0,31,13,6,0,50,0,0,0,0
261635402002,26, Michigan,163, Wayne County,37411.0,231,54,23,0,0,25,0,24,0,29,28,9,0,0,6,33,0
261635402003,26, Michigan,163, Wayne County,33250.0,574,149,10,56,31,38,10,35,8,0,71,59,43,0,55,2,7
261635403001,26, Michigan,163, Wayne County,56389.0,512,47,0,54,14,13,58,16,28,11,27,33,127,55,16,0,13
261635403002,26, Michigan,163, Wayne County,39904.0,452,0,28,34,43,27,44,52,37,58,40,56,18,8,0,0,7
261635403003,26, Michigan,163, Wayne County,24599.0,445,23,50,42,120,0,18,27,0,0,44,28,38,14,41,0,0
261635404001,26, Michigan,163, Wayne County,53750.0,591,50,0,10,12,54,131,0,11,11,74,32,123,22,10,51,0
261635404002,26, Michigan,163, Wayne County,13119.0,653,70,337,137,26,10,17,11,18,0,2,19,6,0,0,0,0
261635405001,26, Michigan,163, Wayne County,79250.0,264,12,0,0,1,0,0,0,9,15,23,56,53,47,0,39,9
261635405002,26, Michigan,163, Wayne County,,296,115,33,0,0,12,0,7,12,12,11,10,75,9,0,0,0
261635405003,26, Michigan,163, Wayne County,,488,64,117,67,0,0,47,10,60,74,17,19,13,0,0,0,0
261635406001,26, Michigan,163, Wayne County,42155.0,302,44,0,0,29,0,28,0,58,0,22,14,79,1,11,0,16
261635406002,26, Michigan,163, Wayne County,74323.0,736,28,0,29,0,57,34,0,26,63,33,124,102,177,18,33,12
261635407001,26, Michigan,163, Wayne County,,239,56,0,11,39,0,0,25,0,0,0,5,5,80,18,0,0
261635407002,26, Michigan,163, Wayne County,,476,153,57,38,11,29,25,37,0,0,7,58,0,9,0,8,44
261635407003,26, Michigan,163, Wayne County,60300.0,385,24,16,0,22,6,47,12,0,27,26,139,32,11,10,0,13
261635408001,26, Michigan,163, Wayne County,65547.0,451,93,17,0,26,7,0,1,17,1,46,113,38,22,10,60,0
261635408002,26, Michigan,163, Wayne County,43314.0,384,21,6,5,53,0,51,0,85,4,69,1,21,54,0,14,0
261635409001,26, Michigan,163, Wayne County,,336,16,24,102,32,17,0,0,22,0,0,37,39,47,0,0,0
261635409002,26, Michigan,163, Wayne County,64306.0,507,71,39,0,0,41,12,0,45,0,14,107,71,70,11,15,11
261635409003,26, Michigan,163, Wayne County,48040.0,481,0,68,14,7,0,0,0,142,44,0,114,29,12,51,0,0
261635410001,26, Michigan,163, Wayne County,18704.0,464,85,122,39,84,14,43,52,17,0,0,0,8,0,0,0,0
261635410002,26, Michigan,163, Wayne County,,327,136,0,0,32,0,0,20,13,34,35,18,25,0,0,14,0
261635410003,26, Michigan,163, Wayne County,56198.0,842,75,50,0,0,39,55,55,13,71,255,11,71,134,0,0,13
261635411001,26, Michigan,163, Wayne County,49766.0,477,44,53,10,62,28,27,0,0,16,13,103,45,41,21,14,0
261635411002,26, Michigan,163, Wayne County,25848.0,419,81,81,0,18,93,12,15,37,49,0,20,13,0,0,0,0
261635412001,26, Michigan,163, Wayne County,25221.0,542,142,22,34,70,100,10,13,6,30,55,8,40,12,0,0,0
261635412002,26, Michigan,163, Wayne County,21750.0,355,27,96,51,17,47,23,12,23,0,15,4,24,16,0,0,0
261635413001,26, Michigan,163, Wayne County,51250.0,399,11,25,10,23,31,17,8,23,47,34,1,117,0,52,0,0
261635413002,26, Michigan,163, Wayne County,48601.0,633,87,67,12,15,17,34,0,44,92,80,21,113,0,37,14,0
261635414001,26, Michigan,163, Wayne County,45882.0,184,0,8,8,58,6,0,0,0,34,22,0,31,6,0,0,11
261635414002,26, Michigan,163, Wayne County,73405.0,431,9,59,9,33,5,0,0,20,0,15,181,17,17,39,0,27
261635414003,26, Michigan,163, Wayne County,,265,33,56,19,25,0,20,15,47,0,21,0,0,23,0,6,0
261635415001,26, Michigan,163, Wayne County,23075.0,789,87,157,69,120,13,0,73,12,95,20,33,59,0,23,10,18
261635415002,26, Michigan,163, Wayne County,45203.0,790,113,61,0,13,54,13,75,63,37,67,108,41,41,50,54,0
261635417001,26, Michigan,163, Wayne County,35558.0,763,13,107,96,82,43,28,84,53,1,141,45,27,19,24,0,0
261635417002,26, Michigan,163, Wayne County,,595,221,0,102,0,0,67,28,25,113,19,0,20,0,0,0,0
261635417003,26, Michigan,163, Wayne County,39637.0,131,0,0,0,12,0,27,31,14,0,27,20,0,0,0,0,0
261635418001,26, Michigan,163, Wayne County,33558.0,502,90,44,14,44,40,34,36,28,0,36,25,40,12,7,47,5
261635418002,26, Michigan,163, Wayne County,40139.0,526,12,45,94,0,0,103,8,44,45,110,0,11,20,31,0,3
261635421001,26, Michigan,163, Wayne County,40542.0,889,23,66,100,42,25,88,81,108,19,36,62,115,44,41,13,26
261635421002,26, Michigan,163, Wayne County,30885.0,819,147,91,25,65,73,90,84,68,11,46,18,101,0,0,0,0
261635422001,26, Michigan,163, Wayne County,40281.0,974,296,18,9,40,32,81,0,98,114,34,49,111,42,26,11,13
261635422002,26, Michigan,163, Wayne County,45913.0,551,12,107,0,69,0,44,34,0,61,51,72,41,25,0,0,35
261635423001,26, Michigan,163, Wayne County,17287.0,301,78,35,76,43,0,0,6,8,13,5,8,0,0,19,0,10
261635423002,26, Michigan,163, Wayne County,27856.0,872,270,59,24,33,237,57,0,26,40,51,42,9,2,6,8,8
261635424001,26, Michigan,163, Wayne County,19079.0,308,72,40,49,7,23,22,14,0,0,13,24,17,10,17,0,0
261635424002,26, Michigan,163, Wayne County,47589.0,581,36,57,10,39,18,19,40,63,22,38,48,63,40,23,29,36
261635425001,26, Michigan,163, Wayne County,42245.0,489,46,8,0,8,27,57,50,54,50,17,15,49,78,30,0,0
261635425002,26, Michigan,163, Wayne County,61055.0,473,6,10,28,38,26,16,18,0,10,71,90,71,10,26,7,46
261635426001,26, Michigan,163, Wayne County,38171.0,533,111,79,36,0,12,0,68,51,26,34,0,7,109,0,0,0
261635426002,26, Michigan,163, Wayne County,48611.0,636,67,0,43,38,10,97,34,0,39,58,109,102,10,29,0,0
261635429001,26, Michigan,163, Wayne County,88125.0,209,0,0,0,13,0,0,11,0,21,12,33,62,22,35,0,0
261635429002,26, Michigan,163, Wayne County,76667.0,534,11,0,37,0,0,34,0,0,19,94,54,137,25,54,44,25
261635429003,26, Michigan,163, Wayne County,71818.0,658,85,0,12,45,21,15,47,6,0,35,72,101,79,43,82,15
261635430001,26, Michigan,163, Wayne County,88710.0,222,0,9,14,26,0,4,0,0,0,29,11,41,7,30,22,29
261635430002,26, Michigan,163, Wayne County,86938.0,367,0,0,7,0,56,37,0,6,6,12,36,63,59,24,30,31
261635431001,26, Michigan,163, Wayne County,38873.0,497,30,31,51,22,0,35,116,6,0,26,20,91,11,0,23,35
261635431002,26, Michigan,163, Wayne County,90547.0,407,0,0,0,2,41,15,15,0,0,48,23,74,52,28,83,26
261635432001,26, Michigan,163, Wayne County,52949.0,532,11,0,61,22,0,0,83,46,36,49,54,37,107,0,0,26
261635432002,26, Michigan,163, Wayne County,53542.0,215,12,41,0,0,0,21,19,0,12,45,29,19,7,0,10,0
261635432003,26, Michigan,163, Wayne County,12182.0,303,100,59,17,16,13,9,0,22,0,0,60,0,0,7,0,0
261635433001,26, Michigan,163, Wayne County,63500.0,406,0,39,39,18,6,0,29,0,0,46,57,31,85,5,37,14
261635433002,26, Michigan,163, Wayne County,53552.0,255,5,3,0,0,0,26,36,0,31,63,0,31,21,26,13,0
261635433003,26, Michigan,163, Wayne County,84821.0,337,30,6,6,0,6,11,5,8,19,12,27,74,117,16,0,0
261635433004,26, Michigan,163, Wayne County,,249,25,67,0,24,0,0,4,17,0,0,21,37,24,18,12,0
261635434001,26, Michigan,163, Wayne County,56810.0,432,84,0,0,13,12,0,65,0,0,70,89,87,0,12,0,0
261635434002,26, Michigan,163, Wayne County,55878.0,550,38,0,0,41,0,45,12,40,55,119,13,96,46,45,0,0
261635434003,26, Michigan,163, Wayne County,49033.0,325,7,11,26,16,13,35,22,0,53,23,15,46,46,12,0,0
261635435001,26, Michigan,163, Wayne County,20083.0,424,89,91,31,30,0,35,83,0,2,0,34,17,0,0,12,0
261635437001,26, Michigan,163, Wayne County,29750.0,186,33,24,18,4,15,0,39,0,0,18,24,5,6,0,0,0
261635437002,26, Michigan,163, Wayne County,26042.0,488,82,110,23,24,27,53,68,30,25,0,0,6,23,0,17,0
261635439001,26, Michigan,163, Wayne County,27602.0,531,104,53,50,38,103,74,8,21,36,7,3,30,4,0,0,0
261635440001,26, Michigan,163, Wayne County,36901.0,1231,137,81,59,65,46,191,63,100,57,139,37,120,59,69,3,5
261635441001,26, Michigan,163, Wayne County,26771.0,429,0,65,101,40,40,9,0,27,28,9,32,28,36,14,0,0
261635441002,26, Michigan,163, Wayne County,31300.0,594,80,11,94,0,86,69,36,0,33,81,10,52,42,0,0,0
261635442001,26, Michigan,163, Wayne County,46648.0,207,0,5,22,0,25,37,0,0,22,25,29,36,6,0,0,0
261635442002,26, Michigan,163, Wayne County,22701.0,429,34,131,45,56,10,10,61,5,12,3,6,0,5,21,30,0
261635443001,26, Michigan,163, Wayne County,42945.0,483,22,60,22,15,112,0,0,59,39,57,70,19,8,0,0,0
261635443002,26, Michigan,163, Wayne County,40597.0,634,120,15,17,28,0,52,69,67,161,63,28,0,14,0,0,0
261635448001,26, Michigan,163, Wayne County,37692.0,222,18,18,0,25,27,21,26,0,6,18,3,36,15,9,0,0
261635448002,26, Michigan,163, Wayne County,36950.0,433,30,40,28,80,6,13,43,46,53,21,13,23,12,15,6,4
261635451001,26, Michigan,163, Wayne County,25952.0,112,21,27,0,0,27,0,0,12,6,0,3,8,8,0,0,0
261635451002,26, Michigan,163, Wayne County,15729.0,218,84,18,34,3,0,5,0,12,0,17,27,18,0,0,0,0
261635452001,26, Michigan,163, Wayne County,34773.0,252,32,18,0,46,20,11,64,8,0,53,0,0,0,0,0,0
261635452002,26, Michigan,163, Wayne County,37431.0,251,46,0,0,47,10,5,18,55,24,0,11,35,0,0,0,0
261635452003,26, Michigan,163, Wayne County,,171,109,0,0,0,16,12,0,14,20,0,0,0,0,0,0,0
261635452004,26, Michigan,163, Wayne County,,195,91,24,14,0,32,0,0,16,3,0,0,15,0,0,0,0
261635455001,26, Michigan,163, Wayne County,34097.0,199,36,6,0,0,46,18,0,9,2,2,22,37,7,14,0,0
261635455002,26, Michigan,163, Wayne County,28710.0,392,57,54,16,43,42,93,46,0,0,0,0,26,0,0,15,0
261635455003,26, Michigan,163, Wayne County,13788.0,722,204,205,0,34,23,0,36,19,37,22,42,45,30,0,10,15
261635456001,26, Michigan,163, Wayne County,32262.0,494,21,64,75,30,0,63,24,18,33,66,55,0,45,0,0,0
261635456002,26, Michigan,163, Wayne County,25987.0,496,101,92,40,0,38,64,0,27,0,66,7,0,0,61,0,0
261635456003,26, Michigan,163, Wayne County,35500.0,346,67,41,46,0,0,11,50,0,32,31,41,0,11,0,16,0
261635457001,26, Michigan,163, Wayne County,27411.0,531,154,36,5,30,42,80,36,0,33,44,20,17,13,21,0,0
261635457002,26, Michigan,163, Wayne County,,515,178,10,57,24,0,29,25,16,39,23,71,15,28,0,0,0
261635458001,26, Michigan,163, Wayne County,35313.0,726,114,28,66,35,100,18,31,35,30,34,125,66,28,4,0,12
261635458002,26, Michigan,163, Wayne County,26700.0,644,151,62,26,66,49,12,14,43,0,34,50,102,9,13,0,13
261635458003,26, Michigan,163, Wayne County,30754.0,305,105,0,0,30,0,71,0,0,0,0,25,16,0,0,0,58
261635459001,26, Michigan,163, Wayne County,40218.0,650,20,100,122,43,20,0,11,103,27,14,14,76,45,10,45,0
261635459002,26, Michigan,163, Wayne County,30568.0,741,77,121,81,54,30,33,22,39,2,160,18,66,38,0,0,0
261635460001,26, Michigan,163, Wayne County,49800.0,606,127,51,13,6,12,42,29,0,25,95,137,33,32,4,0,0
261635460002,26, Michigan,163, Wayne County,24279.0,555,83,59,13,162,19,59,25,0,4,48,46,37,0,0,0,0
261635461001,26, Michigan,163, Wayne County,34361.0,525,160,0,12,26,31,45,12,97,0,3,21,48,9,50,11,0
261635461002,26, Michigan,163, Wayne County,56917.0,827,90,78,99,21,47,12,46,1,8,66,95,162,74,0,0,28
261635462011,26, Michigan,163, Wayne County,41230.0,926,63,71,57,139,64,0,39,61,111,47,76,121,36,10,6,25
261635462012,26, Michigan,163, Wayne County,88633.0,386,0,0,12,0,8,13,0,0,41,4,48,164,27,47,22,0
261635463011,26, Michigan,163, Wayne County,58476.0,600,25,83,0,52,27,19,48,0,10,61,88,75,9,34,15,54
261635466001,26, Michigan,163, Wayne County,,232,54,37,9,24,0,22,14,5,0,37,14,12,0,4,0,0
261635466002,26, Michigan,163, Wayne County,34405.0,534,67,70,37,38,23,42,9,7,0,88,27,43,12,0,68,3
261635467001,26, Michigan,163, Wayne County,39183.0,649,13,67,43,62,37,85,26,26,9,91,109,58,11,12,0,0
261635467002,26, Michigan,163, Wayne County,60408.0,348,51,27,16,36,3,0,0,10,23,0,49,133,0,0,0,0
261635470001,26, Michigan,163, Wayne County,39882.0,501,40,85,11,0,0,29,88,49,76,26,51,45,1,0,0,0
261635470002,26, Michigan,163, Wayne County,26071.0,448,58,95,35,12,56,0,33,7,22,13,43,54,20,0,0,0
261635470003,26, Michigan,163, Wayne County,38333.0,386,33,60,20,21,24,4,75,23,8,0,2,63,20,0,33,0
261635471001,26, Michigan,163, Wayne County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261635471002,26, Michigan,163, Wayne County,40625.0,346,46,58,0,37,16,0,8,32,10,14,8,90,27,0,0,0
261635471003,26, Michigan,163, Wayne County,36250.0,1107,107,65,93,72,14,175,91,15,17,58,139,219,11,31,0,0
261635471004,26, Michigan,163, Wayne County,55769.0,234,50,27,0,0,0,11,0,0,21,26,23,55,0,18,0,3
261635472001,26, Michigan,163, Wayne County,40639.0,427,105,31,26,0,7,33,0,71,10,12,0,85,0,42,5,0
261635472002,26, Michigan,163, Wayne County,23520.0,157,18,35,0,48,17,0,0,0,0,37,0,0,2,0,0,0
261635472003,26, Michigan,163, Wayne County,58833.0,116,0,17,0,0,9,0,13,0,11,15,32,9,0,0,10,0
261635472004,26, Michigan,163, Wayne County,25438.0,858,168,127,90,37,86,98,116,54,0,0,38,0,39,0,0,5
261635501001,26, Michigan,163, Wayne County,228611.0,412,0,0,0,0,6,13,0,0,0,12,25,32,32,9,73,210
261635501002,26, Michigan,163, Wayne County,164375.0,408,39,0,0,12,12,11,0,0,12,0,42,42,11,17,65,145
261635501003,26, Michigan,163, Wayne County,110259.0,815,23,7,9,19,0,38,42,7,24,7,58,96,168,72,38,207
261635502001,26, Michigan,163, Wayne County,101723.0,975,31,0,13,20,41,0,30,37,11,48,49,182,96,103,115,199
261635502002,26, Michigan,163, Wayne County,91250.0,880,37,10,1,25,34,11,32,15,31,49,97,141,91,9,102,195
261635503001,26, Michigan,163, Wayne County,187222.0,604,0,0,0,0,0,0,0,14,0,1,44,77,76,12,94,286
261635503002,26, Michigan,163, Wayne County,226500.0,500,9,9,0,0,0,7,0,10,0,0,0,45,51,3,66,300
261635504001,26, Michigan,163, Wayne County,93214.0,782,26,6,12,5,25,27,8,14,0,66,100,107,55,51,121,159
261635505001,26, Michigan,163, Wayne County,112031.0,485,8,0,0,0,0,64,9,35,45,0,9,47,39,19,99,111
261635505002,26, Michigan,163, Wayne County,165345.0,516,0,0,0,0,0,8,17,0,8,37,9,46,55,74,65,197
261635505003,26, Michigan,163, Wayne County,209327.0,469,31,6,0,12,0,13,0,0,0,0,0,77,8,58,20,244
261635506001,26, Michigan,163, Wayne County,,852,17,5,5,19,14,0,14,14,4,33,5,256,14,14,85,353
261635506002,26, Michigan,163, Wayne County,250001.0,392,0,0,0,0,19,0,0,0,5,0,0,21,14,12,25,296
261635507001,26, Michigan,163, Wayne County,152137.0,541,0,0,17,0,0,0,0,0,15,15,0,93,32,72,65,232
261635507002,26, Michigan,163, Wayne County,170662.0,366,0,0,35,31,0,0,0,42,14,16,0,17,0,19,107,85
261635507003,26, Michigan,163, Wayne County,143405.0,513,0,15,0,0,11,0,0,20,17,31,37,24,40,92,122,104
261635507004,26, Michigan,163, Wayne County,155294.0,847,0,0,21,0,17,0,0,0,17,26,113,107,64,35,348,99
261635508001,26, Michigan,163, Wayne County,193188.0,675,51,10,8,0,4,5,0,0,30,43,42,28,30,43,73,308
261635509001,26, Michigan,163, Wayne County,170700.0,530,4,6,0,7,15,4,30,7,7,5,39,65,29,26,73,213
261635509002,26, Michigan,163, Wayne County,173333.0,422,9,0,0,0,0,17,0,6,11,39,16,13,44,50,40,177
261635511001,26, Michigan,163, Wayne County,147684.0,623,22,0,15,0,15,16,8,20,18,8,30,16,87,88,74,206
261635511002,26, Michigan,163, Wayne County,124259.0,600,39,0,0,0,0,7,16,32,12,18,64,33,95,30,72,182
261635511003,26, Michigan,163, Wayne County,204196.0,769,0,15,0,0,11,0,0,0,0,15,67,19,51,91,106,394
261635512001,26, Michigan,163, Wayne County,150682.0,528,0,0,0,0,15,0,0,17,26,31,28,72,29,43,176,91
261635512002,26, Michigan,163, Wayne County,103944.0,649,0,8,27,7,0,20,0,0,25,11,58,135,84,58,107,109
